id;db;Marca temporal;Correo electrónico;Nombre de la empresa;Dirección de la empresa;Teléfono de contacto;Por favor indique el número de colaboradores que tiene su empresa o comercio;¿En su empresa o comercio cuentan con colaboradoras mujeres?;Por favor indique el número de mujeres que trabajan en su empresa o comercio;Porcentaje mujeres;De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?;% mujeres en la distribución;De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?;% mujeres vinculadas;Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:;¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?;Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:;De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:;Productos principales;¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?;¿Con cuántos espacios de bodega cuenta?;¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?;Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:;Por favor, indique la altura en metros de la bodega que sirve a su comercio:;¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?;¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?;Por favor, indique el tipo de bodega con la que cuenta:;Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:;¿Cuántas veces por semana abastece su establecimiento?;Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:;Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:;"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?";"En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?";¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?;¿Qué medio realiza para el envío de sus artículos a domicilio?;¿Cuántos domicilios realiza a diario su establecimiento?;¿Qué medio realiza para el envío de sus ventas por internet?;¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?;Ir al fin de la encuesta.;De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:;¿El origen de la mercancía que transporta es el Valle de Aburrá?;Por favor, indique el municipio:;Por favor, indique cuántas entregas hace en el centro de Medellín al día:;Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:;¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?;Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:;Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:;Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015];Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante];¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?;¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?;¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?;¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?;¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?;¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?;"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?";¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?;¿Qué actividades se realizan?;¿Cuántas veces por semana se realizan actividades para promover la actividad física?;¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?
140;dt;5/20/2022 12:09:01;electricosheloim@hotmail.com;Electricos Industriales Heloim S.A.S;Calle 51# 54- 33;3217577709/ 3104907641;4;Sí;1;25%;0;0%;0;0%;Madres cabeza de familia;Sí;Venta al detalle;Iluminarias;Artículos para el hogar;No;0;;;;;;;Miércoles, Jueves, Sábado;4;09:00 a 10:00, 12:00 a 13:00, 16:00 a 17:00;"En camión, sobre la vía, En carreta ""zorrilla""";4;1;Carretilla;Motocicleta;2;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
141;dt;5/20/2022 11:58:06;agentesac03260@enviacolvanes.com.co;Envia;Calle 51 # 54- 23;6096901 ext 3053;15;Sí;1;7%;1;100%;1;100%;Madres cabeza de familia;Sí;Venta al detalle;Envio de paquetes;Mensajería;Interno;1;1;40;2,5;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 19:00 a 20:00;En camión, sobre la vía;5;1;Carretilla;"Caminata, Motocicleta, Furgón, Carreta ""zorrilla""";200;Caminata, Motocicleta, Furgón;200;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
142;dt;5/20/2022 11:46:36;zuluagaduquedeisylorena@gmail.com;Calzado Jara;Carrera 46 # 55 11;3003577125;2;Sí;2;100%;0;0%;2;100%;Migrantes;No;Proveedor;Venta de calzado;Calzado;Interno;1;2;50;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;La periodicidad es quincenal;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;3;3;Ninguna;No se realizan domicilios;0;Ninguna;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
143;dt;5/20/2022 11:35:47;No tienen ;Muebles Salo;Carrera 54 # 51- 77;3044492330;2;Sí;1;50%;0;0%;0;0%;Migrantes;No;Venta al detalle;Muebleria ;Artículos para el hogar;No;0;;;;;;;Lunes, Miércoles, Viernes;6 o más;07:00 a 08:00, 09:00 a 10:00, 13:00 a 14:00, 18:00 a 19:00;En camión, sobre la vía;4;1;Carretilla;No se realizan domicilios;0;Vehículo particular;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
144;dt;5/20/2022 10:42:52;inbike1@gmail.com;In'bike ;Cra 52 # 55- 41;5578676/ 3197295312;2;Sí;1;50%;0;0%;1;100%;Víctimas del conflicto armado;Sí;Venta al detalle venta y reparacion de bicicletas. ;Distribucion venta y reparacion de bicicletas. ;Mecánica;Externo, alquilado;2;1;4,15;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;1 vez por semana;08:00 a 09:00, 10:00 a 11:00, 13:00 a 14:00, 15:00 a 16:00;"En camión, en vías aledañas, En carreta ""zorrilla""";4;2;Carretilla;Motocicleta, Furgón;1;Motocicleta, Furgón;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
145;dt;5/20/2022 10:27:04;No aplica ;2d2 ;Cr 55 46 18;3147084171;3;Sí;1;33%;0;0%;0;0%;Ninguna de las anteriores;Sí;Venta al detalle;Cobijas y toallas;Artículos para el hogar;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00;"En carreta ""zorrilla""";5;2;Ninguna;Motocicleta;4;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
146;dt;5/20/2022 10:14:02;monicajhoancamilo@gmail.com;Tienda museo ;Cra 52 52 53;310 2665080;2;Sí;2;100%;0;0%;0;0%;Madres cabeza de familia;Sí;Venta al detalle Venta café Gormet;Restaurante Venta café Gormet;Café;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves;4;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;"En carreta ""zorrilla""";5;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
147;dt;5/20/2022 10:04:39;luisaantioquia109@gmail.com ;Ferretería la Minorista ;Cr56 c 54 38;3188994120;4;Sí;4;100%;0;0%;3;75%;Madres cabeza de familia;Sí;Venta al detalle Ferretería;Venta de materiales de construcción Ferretería;Materiales de construcción;Interno;1;1;12;2;Sí;Medellín;Almacenamiento de inventarios;Martes, Miércoles;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00;"En carreta ""zorrilla""";5;5;Carretilla;Caminata, Bicicleta de carga;3;"Caminata, Carreta ""zorrilla""";4;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
148;dt;5/20/2022 9:56:48;Comprashetereo@gmail.com;Inversiones hetereo;Cra 54 46 91 ;5127794;20;Sí;15;75%;0;0%;15;100%;Madres cabeza de familia;Sí;Venta al detalle;Venta de productos de belleza;Cosméticos y productos de belleza;Interno;2;2;136;4;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves;6 o más;06:00 a 07:00, 07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, sobre la vía;1;1;Ninguno;Motocicleta;5;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
149;dt;5/20/2022 9:36:02;No aplica;El suyo 1;Cra 54a 54 21;5120746;5;Sí;2;40%;0;0%;2;100%;Ninguna de las anteriores;Sí;Proveedor;Venta de calzado;Calzado;Interno;2;1;256;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;En camión, sobre la vía;5;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
150;dt;5/20/2022 9:24:59;Neocell@gmail.com;Neocell;Cr 54 45 13;3192428222;5;Sí;2;40%;0;0%;2;100%;Madres cabeza de familia, Migrantes;Sí;Venta al detalle;Celulares ;Electrónica;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00;En vehículo particular;5;4;Ninguno;No se realizan domicilios;0;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
151;dt;5/20/2022 9:11:01;Neocell@gmail.com;Neocell;Carrera 54 45 13;3192428222;5;Sí;2;40%;0;0%;2;100%;Madres cabeza de familia, Migrantes;Sí;Venta al detalle;Celulares;Electrónica;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;En vehículo particular;5;4;Ninguno;No se realizan domicilios;0;Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
152;dt;5/20/2022 9:00:46;Losmarinillosmed@hotmail.com;Los marinillos;Cll 45a 54a29;5405500;7;Sí;5;71%;0;0%;5;100%;Madres cabeza de familia, Ninguna de las anteriores;Sí;Venta al detalle Electrodomésticos y hogar Elementos misceláneos;Decoración Electrodomésticos y hogar Elementos misceláneos;Artículos para el hogar;Interno;2;2;230;2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;4;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 15:00 a 16:00, 16:00 a 17:00;En camión, sobre la vía;5;1;Ninguno;Motocicleta;2;Motocicleta;6;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
153;dt;5/19/2022 23:47:03;admiración@bazardevidrio.com;Bazar del Vidrio;Cl 53 54 172;3023823563;3;Sí;1;33%;0;0%;1;100%;Madres cabeza de familia;Sí;Fabricante;Fabricación (manufacturas);Manufacturas;Interno;1;1;25;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;5;Carretilla;Vehículo particular;3;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
154;dt;5/19/2022 23:37:33;archivoscto24@gmail.com;Servicio kas 24 horas;Cl. 54 #53 55;6042962191;10;Sí;8;80%;1;13%;8;100%;Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos;Sí;Fabricante Centro de impresiones ;Fabricación (manufacturas) Centro de impresiones ;Manufacturas;Interno;240;1;40;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00;En camión, estacionado en bahía y la ingresa el personal de mi empresa;5;5;Carretilla;Motocicleta;3;Motocicleta;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
155;dt;5/19/2022 22:45:22;johnjairosuarez69@hotmail.com;ELECTROINDUSTRISLES JJS;Cr 55 51 109;3112239325;1;Sí;1;100%;1;100%;1;100%;Ninguna de las anteriores;Sí;Venta al detalle;Elementos eléctricos ;Electrodomésticos;Interno;1;1;2;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Viernes;3;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En vehículo particular;5;5;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
156;dt;5/19/2022 22:37:49;Bodegadevidriosyespejos@gmail.com;BODEGA DE VIDRIOS Y ESPEJOS ;D 55a 55 21;3913959278;3;Sí;2;67%;1;50%;2;100%;Madres cabeza de familia;Sí;Fabricante Fabricación (manufacturas);Venta de materiales de construcción Fabricación (manufacturas);Materiales de construcción;No;0;;;;;;;Lunes, Miércoles;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En camión, sobre la vía;5;5;Rampa fija;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
157;dt;5/19/2022 22:32:26;colibrivtas1@une.net.co;Litrografia Colibri;Cl 54 #56 27;3117873102;2;Sí;1;50%;0;0%;1;100%;Madres cabeza de familia;Sí;Fabricante Litografía ;Papelería Litografía ;Papelería;No;0;;;;;;;Martes;1 vez por semana;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En vehículo particular;5;5;Rampa mecánica, No hay bodega;Bicicleta normal, Motocicleta;4;Caminata, Bicicleta normal;5;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
158;dt;5/19/2022 22:25:54;acrilgraficasag@hitmail.com;Acril Gaficas Aguirre ;Cl. 54 #56-27 Local 102;3173394852;2;Sí;1;50%;0;0%;1;100%;Ninguna de las anteriores;Sí;Fabricante Papelería Publicidad ;Fabricación (manufacturas) Papelería Publicidad ;Papelería;Interno;1;1;3;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;3;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, sobre la vía;5;5;Rampa fija;Caminata, Motocicleta;4;Caminata, Motocicleta;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
159;dt;5/19/2022 22:15:25;NA;PISOS E IMAGEN ;Cra 56C  54 02;3118302355;4;Sí;2;50%;0;0%;2;100%;Mujeres pertenecientes a grupos étnicos;Sí;Venta al detalle Fabricación (manufacturas) Decoración;Venta de materiales de construcción Fabricación (manufacturas) Decoración;Materiales de construcción;Interno;1;1;6;2;Sí;Medellín;Almacenamiento de inventarios;Martes, Viernes;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;5;Carretilla;Caminata, Vehículo particular;2;Caminata, Vehículo particular;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
160;dt;5/19/2022 22:09:33;NA;EXHIBICIONES NENA;Cr 56 c 54 22;3007352066;4;Sí;3;75%;0;0%;3;100%;Madres cabeza de familia;Sí;Fabricante Carpintería;Fabricación (manufacturas) Carpintería;Maderas;Externo, propio;2;1;80;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;3;09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;En camión, se descarga internamente;5;5;Carretilla, Rampa fija, Parqueadero de uso interno;Vehículo particular;3;Vehículo particular;2;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
161;dt;5/19/2022 17:53:41;wilfridoflores123@hotmail.com;El Dorado;Calle 51 # 52- 53;5128176;2;Sí;1;50%;1;100%;0;0%;Víctimas del conflicto armado;Sí;Venta al detalle;Articulos religiosos;Artículos para el hogar;Externo, alquilado;1;1;9;2,5;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Viernes;6 o más;09:00 a 10:00, 14:00 a 15:00, 18:00 a 19:00;En vehículo particular;4;1;Las personas lo llevan cargados;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
162;dt;5/19/2022 17:44:19;Invertebecaris@gmail.com;Inversiones tebecaris;Calle 51 # 52- 31 ;5130648;9;Sí;5;56%;1;20%;5;100%;Madres cabeza de familia;Sí;Venta al detalle;Tienda Naturista y articulos para reposteria y puñateria;Productos alimenticios;No;0;;;;;;;Martes, Miércoles, Jueves, Sábado;2;03:00 a 04:00, 07:00 a 08:00, 11:00 a 12:00;En motocicleta, En bicicleta;3;3;Carretilla;Caminata;4;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
163;dt;5/19/2022 17:04:43;ventastodoled89@gmail.com;Todo Led ;Calle 51 # 54- 17;5116537;5;Sí;3;60%;0;0%;3;100%;Madres cabeza de familia;No;Venta al detalle;Iluminación;Artículos para el hogar;Interno;2;3;14;2,2;Sí;Medellín;Recepción de mercancías;Lunes, Miércoles, Jueves, Viernes;6 o más;09:00 a 10:00, 13:00 a 14:00, 15:00 a 16:00;En camión, sobre la vía;4;1;Carretilla;Motocicleta;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
164;dt;5/19/2022 16:43:54;No tienen;Ponque ponque ;Cra 54 # 51 - 13;3202197260;1;Sí;1;100%;1;100%;0;0%;Ninguna de las anteriores;No;Venta al detalle;Reposteria;Productos alimenticios;Externo, alquilado;1;1;10;2,2;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Sábado;6 o más;12:00 a 13:00;En camión, sobre la vía;4;1;La misma persona la carga en sus manos;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
165;dt;5/19/2022 16:25:28;No tienen ;Muebles el Profe;Cra 54 # 51- 75;3015390568;3;Sí;2;67%;2;100%;0;0%;Madres cabeza de familia, Víctimas del conflicto armado;Sí;Fabricante;Muebleria ;Artículos para el hogar;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;3;07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00;"En camión, sobre la vía, En carreta ""zorrilla""";3;1;Carretilla;Vehículo particular;2;Vehículo particular;1;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
166;dt;5/19/2022 16:09:55;Angelsmoda.eli@gmail.com;Angel's moda;Kr 53 # 48 47 local 236;3217720970;1;Sí;1;100%;0;0%;1;100%;Ninguna de las anteriores;No;Venta al detalle;Textiles;Moda y textiles;No;0;;;;;;;Lunes, Miércoles;2;08:00 a 09:00, 09:00 a 10:00;"En carreta ""zorrilla""";5;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
167;dt;5/19/2022 15:46:44;Opticaimagendos@gmail.com;Óptica imagen 2;Kr 53 48 86;3012347740;5;Sí;4;80%;0;0%;4;100%;Madres cabeza de familia;No;Venta al detalle;Servicios de salud;Productos médicos y de salud;Interno;1;2;50;2;Sí;Medellín;Almacenamiento de inventarios;Lunes;La periodicidad es mensual;10:00 a 11:00;En camión, estacionado en zona bahía y la ingresa la empresa transportadora;5;1;Carretilla;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
168;dt;5/19/2022 15:44:09;Katika_2106@hotmail.com;Gomelitos shoes kids;Calle 48#51a-51 51;2319582;2;Sí;1;50%;0;0%;1;100%;Ninguna de las anteriores;No;Venta al detalle Ropa;Venta de calzado Ropa;Calzado;Interno;1;2;10;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;2;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;"En carreta ""zorrilla""";3;1;Carretilla;Motocicleta, Van;1;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
169;dt;5/19/2022 15:38:28;cacharreriaelsol@hotmail.com;Cacharrería el sol;Carrera 52 #46-09;6042311960;4;Sí;2;50%;0;0%;2;100%;Ninguna de las anteriores;No;Venta al detalle;Electrodomésticos y hogar;Electrodomésticos;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;"En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""";4;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
170;dt;5/19/2022 15:31:19;Arteenlaser.ideas@gmail.com;Arte en laser;Calle 49 52 75;3014875818;4;Sí;4;100%;0;0%;4;100%;Madres cabeza de familia;Sí;Fabricante Carpintería Marquetería;Fabricación (manufacturas) Carpintería Marquetería;Maderas;Interno;1;2;120;2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00;"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla"", En vehículo particular";5;3;Carretilla;No se realizan domicilios;12;Realizan venta por Internet, cliente recoge;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
171;dt;5/19/2022 15:29:50;marianelaardilaramos@gmail.com;Itecnology;Carrera 52 46 11;3135255009;1;Sí;1;100%;0;0%;1;100%;Ninguna de las anteriores;No;Venta al detalle;Accesorios celular;Electrónica;Externo, alquilado;1;1;3;3;Sí;Medellín;Recepción de mercancías;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;5;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00;"En carreta ""zorrilla""";4;4;Ninguno ;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
172;dt;5/19/2022 15:20:08;Babalufashion@gmail.com;Babalu;Carrera 52 46-01;3182753056;4;Sí;3;75%;0;0%;3;100%;Madres cabeza de familia;No;Venta al detalle;Ropa;Moda y textiles;Interno;1;2;10;3;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes;La periodicidad es quincenal;08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00;En vehículo particular;3;1;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
173;dt;5/19/2022 14:42:30;natykagiraldo@hotmail.com;Boutic de extenciones ;Cra 52 # 50-7;3002211197;3;Sí;2;67%;1;50%;2;100%;Madres cabeza de familia;No;Venta al detalle;Extenciones ee cabello;Cosméticos y productos de belleza;Interno;1;2;16;2,2;Sí;Medellín;Almacenamiento de inventarios;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;4;04:00 a 05:00, 07:00 a 08:00, 12:00 a 13:00;"En camión, en vías aledañas, En motocicleta, En carreta ""zorrilla""";4;1;Carretilla;Motocicleta;2;Motocicleta;3;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
174;dt;5/19/2022 14:02:15;No tienen ;Artistico los marinillos;Cra 51 # 53- 111;No tienen ;4;Sí;1;25%;0;0%;1;100%;Madres cabeza de familia;Sí;Venta al detalle;Almacen de diferentes articulos;Artículos para el hogar;No;0;;;;;;;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado;6 o más;04:00 a 05:00, 07:00 a 08:00, 12:00 a 13:00, 16:00 a 17:00;En motocicleta;4;3;Ninguno;No se realizan domicilios;0;No se realizan ventas por internet;0;Finalizar encuesta;;;;;;;;;;;;;;;;;;;;;;;;;;
