est_address,employees,¿en su empresa o comercio cuentan con colaboradoras mujeres?,female_employees,porcentaje mujeres,female_emplo_distri,women_distri_percentage,female_distri_vincu,hired_women_percentage,female_popg,female_support,economic_activity,specific_activity,main_products,warehouse,number_warehouse,warehouse_floor,warehouse_area,warehouse_height,zuap_warehouse,warehouse_municipality,warehouse_type,supply_day,supply_week,supply_schedule,supply_unloading,supply_safety_percep,supply_bic_safety_perception,warehouse_equipement,delivery_transp_mode,num_deliveries,online_trans_mode,num_online_deliveries
Cl 48 53 10,9,Sí,2.0,0.2222222222222222,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Confección y moda,moda y textiles,"Externo, compartido con otros comercios",1.0,1.0,10.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Viernes",2,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,4,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Cl 48 53 106,6,Sí,3.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Confección y moda,moda y textiles,"Externo, alquilado",1.0,2.0,3.0,2.0,Sí,Medellín,Recepción de mercancías,"Martes, Viernes",1 vez por semana,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En vehículo particular",3,3,Rampa fija,"Caminata, Motocicleta, Vehículo particular",3,No se realizan ventas por internet,0
Carrera 55 # 48 - 32,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,250.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, sobre la vía",5,1,Rampa fija,"Motocicleta, Van, Furgón",15,No se realizan ventas por internet,0
Kr 53 # 48 47,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En bicicleta, En carreta ""zorrilla""",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 53 # 48 47 local 156,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,16.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,3,Carretilla,"Van, Furgón, Empresa transportadora ",5,"Van, Empresa transportadora",5
Kr 53 # 48 47,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,4.0,1.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",3,1,Porta doble,Motocicleta,3,Motocicleta,3
Kr 53 # 48 47 local 263,2,Sí,2.0,1.0,2.0,1.0,0.0,0.0,"Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos",No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",2,1,Ninguna,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 53 # 48 47 local 116a,3,Sí,3.0,1.0,0.0,0.0,3.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,"Externo, alquilado",1.0,2.0,800.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",5,2,Carretilla,"Van, Furgón, Transportadora ",25,"Van, Furgón, Transportadora ",25
Cl 49 #53 63 Local 147 ,3,Sí,2.0,0.6666666666666666,0.0,0.0,1.0,0.5,Ninguna de las anteriores,Sí,Venta al detalle,Óptica ,productos medicos y de salud,Interno,1.0,1.0,1.0,2.0,Sí,Medellín,Recepción de mercancías,Lunes,2,09:00 a 10:00,En motocicleta,3,4,Rampa fija,Motocicleta,2,Motocicleta,2
Cl 49 #53 63 ,5,Sí,3.0,0.6,0.0,0.0,0.0,0.0,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle,Confección y moda,moda y textiles,Interno,1.0,1.0,2.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Miércoles,1 vez por semana,17:00 a 18:00,En vehículo particular,5,4,"Elevador, Rampa fija",Motocicleta,1,Motocicleta,2
Cl 49 #53 37 Local 119 ,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle,Ropa de Cama ,moda y textiles,Interno,1.0,1.0,2.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Jueves, Sábado",2,17:00 a 18:00,En motocicleta,5,5,"Elevador, Rampa fija",Motocicleta,1,Motocicleta,1
Cl 49 #53 37 Local 105 ,6,Sí,4.0,0.6666666666666666,0.0,0.0,1.0,0.25,"Madres cabeza de familia, Migrantes",No,Venta al detalle,Confección y moda,moda y textiles,"Externo, alquilado",1.0,3.0,3.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Viernes,1 vez por semana,17:00 a 18:00,En motocicleta,4,3,no posee,"Caminata, Motocicleta",2,Motocicleta,1
Cl 49 #53 51 ,4,Sí,2.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Venta de calzado,calzado,Interno,1.0,1.0,1.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Sábado,La periodicidad es quincenal,17:00 a 18:00,"En carreta ""zorrilla""",5,5,Rampa fija,Motocicleta,4,Motocicleta,2
"Cl 49 # 53 63 Local 146, 144 y 140 ",9,Sí,5.0,0.5555555555555556,0.0,0.0,1.0,0.2,Ninguna de las anteriores,Sí,Venta al detalle Textiles Venta de calzado,Confección y moda Textiles Venta de calzado,moda y textiles,Interno,1.0,2.0,4.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Viernes,La periodicidad es quincenal,17:00 a 18:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,5,Rampa fija,Motocicleta,5,Motocicleta,2
Kr 53 #48 59 ,4,Sí,2.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle Textiles,Confección y moda Textiles,moda y textiles,Interno,1.0,1.0,2.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Miércoles,La periodicidad es quincenal,17:00 a 18:00,En motocicleta,3,3,Rampa fija,Motocicleta,3,Motocicleta,1
Cl 49 # 53 63 Local 182,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle,Confección y moda,moda y textiles,Interno,1.0,1.0,1.0,1.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Viernes",La periodicidad es mensual,17:00 a 18:00,En motocicleta,4,4,Rampa fija,Motocicleta,2,Motocicleta,2
Kr 53 # 48 47 local 258,4,Sí,2.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Martes, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00",En vehículo particular,5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 54 #48 52 Local 1 y 2 ,2,Sí,2.0,1.0,1.0,0.5,1.0,0.5,Madres cabeza de familia,Sí,ProveedorRopa de cama,Confección y modaRopa de cama,moda y textiles,Interno,1.0,1.0,3.0,3.0,Sí,Medellín,Almacenamiento de inventarios,Miércoles,La periodicidad es quincenal,09:00 a 10:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,3,"Carretilla, Rampa fija",Motocicleta,2,Motocicleta,3
Kr 54 #48 62 ,5,Sí,3.0,0.6,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Proveedor,Confección y moda,moda y textiles,Interno,1.0,1.0,2.0,2.0,Sí,Medellín,Recepción de mercancías,Miércoles,2,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,4,Carretilla,Motocicleta,3,Motocicleta,2
Kr 54 #48 56 Local 38,5,Sí,3.0,0.6,0.0,0.0,1.0,0.3333333333333333,Madres cabeza de familia,Sí,Proveedor,Confección y moda,moda y textiles,Interno,1.0,1.0,2.0,3.0,Sí,Medellín,Recepción de mercancías,Miércoles,La periodicidad es quincenal,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,4,Carretilla,Motocicleta,2,Motocicleta,3
Kr 53 # 48 14 ,6,Sí,3.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Proveedor,Confección y moda,moda y textiles,"Externo, alquilado",1.0,2.0,4.0,3.0,Sí,Medellín,Recepción de mercancías,"Miércoles, Sábado",La periodicidad es quincenal,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,4,Carretilla,Motocicleta,3,Motocicleta,3
Kr 54 # 48 22 ,2,Sí,2.0,1.0,0.0,0.0,1.0,0.5,Madres cabeza de familia,Sí,Proveedor Textiles,Confección y moda Textiles,moda y textiles,No,0.0,,,,,,,Miércoles,La periodicidad es mensual,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,3,Carretilla,Motocicleta,3,Motocicleta,3
Carrera 53 # 48 44,11,Sí,7.0,0.6363636363636364,0.0,0.0,7.0,1.0,Víctimas del conflicto armado,No,Venta al detalle,Textiles,moda y textiles,"Externo, alquilado",2.0,4.0,100.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",1,1,Carretilla,"Carreta ""zorrilla""",2,Transportadoras,1
Kr 53 # 48 47 local 269,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle Bisutería ,Textiles Bisutería ,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00","En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 53 # 48 34,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,65.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, sobre la vía",5,1,Carretilla,"Motocicleta, Carreta ""zorrilla""",5,"Motocicleta, Carreta ""zorrilla""",3
Carrera 53 # 48 32,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Venta de calzado,calzado,Interno,1.0,1.0,30.0,5.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En motocicleta, En carreta ""zorrilla""",5,5,Carretilla,Motocicleta,2,Motocicleta,1
Kr 53 # 48 47 local 154,2,Sí,2.0,1.0,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",4,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 53 # 48 20,4,Sí,1.0,0.25,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,16.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla""",4,1,Carretilla,"Motocicleta, Carreta ""zorrilla""",2,"Motocicleta, Carreta ""zorrilla""",2
Carrera 53 # 48 56 ,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,"Externo, alquilado",1.0,3.0,50.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",3,3,Carretilla,"Motocicleta, Carreta ""zorrilla""",1,Motocicleta,2
Carrera 53 # 48 56 Local 101,6,Sí,3.0,0.5,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,"Externo, alquilado",1.0,5.0,80.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,1,Elevador,Motocicleta,1,Motocicleta,1
Kr 53 # 48 47 local 140,8,Sí,5.0,0.625,0.0,0.0,5.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,32.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 53 # 48 47 local 236,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Miércoles",2,"08:00 a 09:00, 09:00 a 10:00","En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 53 # 48 80,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,8.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Martes,La periodicidad es quincenal,10:00 a 11:00,"En carreta ""zorrilla""",5,1,Carretilla,Motocicleta,1,Motocicleta,1
Carrera 53 # 48 42,5,Sí,1.0,0.2,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de bolsos ,moda y textiles,Interno,1.0,1.0,21.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",3,1,Ninguno ,No se realizan domicilios,0,No se realizan ventas por internet,0
Carrera 53 # 48 26,5,Sí,4.0,0.8,0.0,0.0,4.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,1,Carretilla,Furgón,0,No se realizan ventas por internet,0
Cl 49 52 63 ,4,Sí,3.0,0.75,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle,Confección y moda,moda y textiles,Interno,1.0,1.0,2.0,2.0,Sí,Medellín,Recepción de mercancías,"Miércoles, Sábado",La periodicidad es quincenal,17:00 a 18:00,En motocicleta,4,3,Rampa fija,Motocicleta,4,Motocicleta,2
Carrera 53 # 48 70,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,6.0,2.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",1 vez por semana,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,5,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0
Kr 53 #48 80 ,3,Sí,3.0,1.0,0.0,0.0,1.0,0.3333333333333333,Ninguna de las anteriores,Sí,Venta al detalle venta de todo tipo de bolsos ,Confección y moda venta de todo tipo de bolsos ,moda y textiles,Interno,1.0,1.0,2.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Miércoles, Viernes",2,09:00 a 10:00,"En motocicleta, En vehículo particular",5,4,Rampa fija,Motocicleta,3,Motocicleta,2
Cl 48 #52A 26 Local 160 ,3,Sí,3.0,1.0,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Venta de calzado,calzado,No,0.0,,,,,,,Lunes,1 vez por semana,09:00 a 10:00,En motocicleta,2,4,no tiene ninguna ,"Caminata, Motocicleta",3,"Caminata, Motocicleta",3
Cl 48 # 52A 10 ,3,Sí,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle Venta de calzado,Confección y moda Venta de calzado,moda y textiles,"Externo, compartido con otros comercios",1.0,3.0,5.0,3.0,Sí,Medellín,Recepción de mercancías,"Jueves, Sábado",2,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En motocicleta, En vehículo particular",5,5,"Carretilla, Elevador",Motocicleta,4,Motocicleta,3
Cl 49 #52 63 Local 107 ,4,Sí,3.0,0.75,0.0,0.0,1.0,0.3333333333333333,Madres cabeza de familia,No,Venta al detalle,Confección y moda,moda y textiles,"Externo, alquilado",1.0,2.0,4.0,3.0,Sí,Medellín,Almacenamiento de inventarios,Jueves,1 vez por semana,09:00 a 10:00,"En motocicleta, En carreta ""zorrilla""",4,4,"Carretilla, Elevador",Motocicleta,2,Motocicleta,2
Calle 49 # 52 51,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Ventas por internet Venta de calzado,Textiles Venta de calzado,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En carreta ""zorrilla""",5,1,"Carretilla, Personal externo",Caminata,4,Caminata,4
Carrera 53 # 48 74,4,Sí,1.0,0.25,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Proveedor,Textiles,moda y textiles,Interno,1.0,2.0,80.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",1 vez por semana,19:00 a 20:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""",4,2,Ninguno,"Van, Carreta ""zorrilla""",7,No se realizan ventas por internet,0
Carrera 53 # 48 16,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",5,1,Carretilla,"Carreta ""zorrilla""",0,No se realizan ventas por internet,0
Carrera 53 # 48 8,6,Sí,4.0,0.6666666666666666,0.0,0.0,4.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,20.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía, En carreta ""zorrilla""",5,1,Carretilla,"Carreta ""zorrilla""",2,No se realizan ventas por internet,0
Calle 49 53 63 local 172,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",5,2,Carretilla,Motocicleta,5,Motocicleta,5
Calle 49 52 73 ,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,"Madres cabeza de familia, Migrantes",No,Fabricante,Textiles,moda y textiles,"Externo, propio",2.0,1.0,6.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",La periodicidad es mensual,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla""",5,2,Carretilla,Motocicleta,1,Motocicleta,1
Calle 49 52 75,4,Sí,4.0,1.0,0.0,0.0,4.0,1.0,Madres cabeza de familia,Sí,Fabricante Carpintería Marquetería,Fabricación (manufacturas) Carpintería Marquetería,maderas,Interno,1.0,2.0,120.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla"", En vehículo particular",5,3,Carretilla,No se realizan domicilios,12,"Realizan venta por Internet, cliente recoge",0
Cl 49 #53 79,6,Sí,4.0,0.6666666666666666,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Proveedor,Electrodomésticos y hogar,electrodomesticos,"Externo, alquilado",1.0,1.0,4.0,3.0,Sí,Medellín,Recepción de mercancías,"Miércoles, Sábado",La periodicidad es quincenal,09:00 a 10:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa, En motocicleta",5,3,"Carretilla, Elevador","Caminata, Motocicleta",3,Motocicleta,2
Cl 48 #53 44 local 152 ,3,Sí,3.0,1.0,0.0,0.0,1.0,0.3333333333333333,Madres cabeza de familia,Sí,Venta al detalle Venta de calzado,Confección y moda Venta de calzado,moda y textiles,Interno,1.0,1.0,1.0,2.0,Sí,Medellín,Recepción de mercancías,Viernes,La periodicidad es quincenal,09:00 a 10:00,En vehículo particular,4,3,Carretilla,Motocicleta,3,Motocicleta,1
Cll 49 # 52 51,2,Sí,2.0,1.0,0.0,0.0,1.0,0.5,Ninguna de las anteriores,No,Venta al detalle,Accesorios celulares ,electronica,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00",En motocicleta,5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
Calle 48 # 51 24 Local 113,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Fabricante,Textiles,moda y textiles,Interno,2.0,11.0,80.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",3,1,Carretilla,No se realizan domicilios,0,Servicio de mensajería ,1
Calle 49 52 63,3,Sí,3.0,1.0,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,4.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla"", En vehículo particular",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0
