company_name,est_address,employees,has_female_employees,female_employees,porcentaje mujeres,female_emplo_distri,women_distri_percentage,female_distri_vincu,hired_women_percentage,female_popg,female_support,economic_activity,specific_activity,main_products,warehouse,number_warehouse,warehouse_floor,warehouse_area,warehouse_height,zuap_warehouse,warehouse_municipality,warehouse_type,supply_day,supply_week,supply_schedule,supply_unloading,supply_safety_percep,supply_bic_safety_perception,warehouse_equipement,delivery_transp_mode,num_deliveries,online_trans_mode,num_online_deliveries,supply_frequency_num,econ_main,econ_sub1,econ_sub2
Menuda a domicilio,Cll 48 # 54 10,10,Sí,5.0,0.5,5.0,1.0,5.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Distribución de valores,servicios financieros,Interno,1.0,2.0,10.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00",En motocicleta,5,1,Parqueadero de uso interno,Motocicleta,100,Motocicleta,0,6,Venta al detalle,,
Almacén cassany,Kr 49 # 50 72,5,Sí,1.0,0.2,1.0,1.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,48.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",5,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Sweet Jeans,Cl 49 # 53 63,7,Sí,3.0,0.42857142857142855,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Ropa para todo tipo de mujer.,moda y textiles,"Externo, compartido con otros comercios",1.0,2.0,6.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Miércoles, Sábado",2,09:00 a 10:00,"En carreta ""zorrilla""",4,3,Carretilla,"Caminata, Motocicleta, Vehículo particular",2,"Motocicleta, Vehículo particular",1,2,Venta al detalle,,
Bettwen ventas,Cl 49 # 53 63 Local 132,9,Sí,4.0,0.4444444444444444,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Ropa de hombre y mujer,moda y textiles,Interno,1.0,1.0,3.0,2.0,yes,Medellín,Recepción de mercancías,"Martes, Jueves",1 vez por semana,09:00 a 10:00,En vehículo particular,4,2,"Carretilla, Elevador",Vehículo particular,2,Vehículo particular,1,1,Venta al detalle,,
Calzado modas de hoy,CL 48 # 50a 14,3,Sí,3.0,1.0,2.0,0.6666666666666666,3.0,1.0,Víctimas del conflicto armado,Sí,Venta al detalle Venta de calzado,Textiles Venta de calzado,moda y textiles,Interno,1.0,2.0,50.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Jueves",2,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En carreta ""zorrilla""",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,Venta de calzado,
Portofino textil,CL 49 # 56 17,5,Sí,3.0,0.6,2.0,0.6666666666666666,3.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,320.0,4.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00","En camión, se descarga internamente, En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, en vías aledañas, En carreta ""zorrilla"", En vehículo particular",5,1,"Carretilla, Parqueadero de uso interno",No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Ditigre,Cl 48 53 46,3,Sí,2.0,0.6666666666666666,1.0,0.5,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Venta de calzado,calzado,Interno,1.0,2.0,4.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Miércoles, Viernes",1 vez por semana,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""",4,3,Carretilla,Motocicleta,2,Motocicleta,1,1,Venta al detalle,,
Elasticos sms,Kr 55 # 48 08,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Miércoles, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
TRAZA2DISEÑOS,Cl 48 53 44 LOCAL 214 CC 3 VIAS,5,Sí,1.0,0.2,1.0,1.0,0.0,0.0,Migrantes,No,Venta al detalle,Venta de calzado,calzado,Interno,1.0,1.0,2.0,3.0,yes,Medellín,Recepción de mercancías,Miércoles,1 vez por semana,09:00 a 10:00,"En carreta ""zorrilla""",3,3,Rampa fija,No se realizan domicilios,0,"Caminata, Motocicleta",3,1,Venta al detalle,,
Brandero,CL 48 53 44 LOCAL 184 CC 3 VIAS,4,Sí,1.0,0.25,1.0,1.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Venta de calzado,calzado,"Externo, compartido con otros comercios",1.0,2.0,6.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Sábado",2,09:00 a 10:00,"En camión, estacionado en parqueadero propiedad de un tercero",4,4,Rampa fija,Motocicleta,2,"Motocicleta, Vehículo particular",2,2,Venta al detalle,,
Estermani,CLL 48 53 44 LOCAL 123 CC 3 VIAS,3,Sí,3.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,Madres cabeza de familia,No,Venta al detalle,Confección y moda,moda y textiles,"Externo, alquilado",1.0,1.0,2.0,2.0,yes,Medellín,Almacenamiento de inventarios,Miércoles,1 vez por semana,09:00 a 10:00,"En carreta ""zorrilla""",3,3,ninguno,"Caminata, Motocicleta",1,Motocicleta,2,1,Venta al detalle,,
La tienda del Triplex,Calle 46 # 56 42,17,Sí,6.0,0.35294117647058826,0.0,0.0,6.0,1.0,Ninguna de las anteriores,Sí,Proveedor Carpintería Marquetería,Ferretería Carpintería Marquetería,ferreteria,"Externo, propio",3.0,1.0,1200.0,4.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía",1,1,"Carretilla, Descargue a mano",No se realizan domicilios,0,Furgón,10,6,Proveedor,Carpintería,Marquetería
Panadería la Candelaria # 1,Kr 55 # 48 02,5,Sí,3.0,0.6,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle Bares ocio,Producción de alimentos Bares ocio,productos alimenticios,Interno,1.0,1.0,6.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,Bares ocio,
Magno,Cl 49 # 53 63 Local 112,11,Sí,6.0,0.5454545454545454,2.0,0.3333333333333333,0.0,0.0,Madres cabeza de familia,No,Proveedor Ropa para Hombre y Mujer.,Venta de calzado Ropa para Hombre y Mujer.,calzado,"Externo, alquilado",1.0,2.0,4.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Viernes",1 vez por semana,08:00 a 09:00,"En camión, sobre la vía, En motocicleta",4,3,Carretilla,"Caminata, Motocicleta, Vehículo particular",2,No se realizan ventas por internet,0,1,Proveedor,Ropa para,Hombre y
Escorpión de la Moda,Cl 48 53 10,9,Sí,2.0,0.2222222222222222,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Confección y moda,moda y textiles,"Externo, compartido con otros comercios",1.0,1.0,10.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Viernes",2,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,4,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
SUTEXTIL,Cl 48 53 106,6,Sí,3.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Confección y moda,moda y textiles,"Externo, alquilado",1.0,2.0,3.0,2.0,yes,Medellín,Recepción de mercancías,"Martes, Viernes",1 vez por semana,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En vehículo particular",3,3,Rampa fija,"Caminata, Motocicleta, Vehículo particular",3,No se realizan ventas por internet,0,1,Venta al detalle,,
River home,Carrera 55 # 48 - 32,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,250.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00","En camión, sobre la vía",5,1,Rampa fija,"Motocicleta, Van, Furgón",15,No se realizan ventas por internet,0,2,Venta al detalle,,
Viniltextil,Kr 53 # 48 47,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En motocicleta, En bicicleta, En carreta ""zorrilla""",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Snail,Kr 53 # 48 47 local 156,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,16.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,3,Carretilla,"Van, Furgón, Empresa transportadora",5,"Van, Empresa transportadora",5,,Venta al detalle,,
Santo delirio,Kr 53 # 48 47,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,4.0,1.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",4,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla""",3,1,Porta doble,Motocicleta,3,Motocicleta,3,,Venta al detalle,,
Estampacion dalu,Kr 53 # 48 47 local 263,2,Sí,2.0,1.0,2.0,1.0,0.0,0.0,"Madres cabeza de familia, Mujeres pertenecientes a grupos étnicos",No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",2,1,Ninguna,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Basik's,Kr 53 # 48 47 local 116a,3,Sí,3.0,1.0,0.0,0.0,3.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,"Externo, alquilado",1.0,2.0,800.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",5,2,Carretilla,"Van, Furgón, Transportadora",25,"Van, Furgón, Transportadora",25,6,Venta al detalle,,
Max Mejías Óptica,Cl 49 #53 63 Local 147,3,Sí,2.0,0.6666666666666666,0.0,0.0,1.0,0.5,Ninguna de las anteriores,Sí,Venta al detalle,Óptica,productos medicos y de salud,Interno,1.0,1.0,1.0,2.0,yes,Medellín,Recepción de mercancías,Lunes,2,09:00 a 10:00,En motocicleta,3,4,Rampa fija,Motocicleta,2,Motocicleta,2,2,Venta al detalle,,
IRIS WOMAN COLLECTION,Cl 49 #53 63,5,Sí,3.0,0.6,0.0,0.0,0.0,0.0,"Madres cabeza de familia, Migrantes",Sí,Venta al detalle,Confección y moda,moda y textiles,Interno,1.0,1.0,2.0,2.0,yes,Medellín,Almacenamiento de inventarios,Miércoles,1 vez por semana,17:00 a 18:00,En vehículo particular,5,4,"Elevador, Rampa fija",Motocicleta,1,Motocicleta,2,1,Venta al detalle,,
Importadora Rattan,Cl 49 #53 37 Local 119,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Venta al detalle,Ropa de Cama,moda y textiles,Interno,1.0,1.0,2.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Jueves, Sábado",2,17:00 a 18:00,En motocicleta,5,5,"Elevador, Rampa fija",Motocicleta,1,Motocicleta,1,2,Venta al detalle,,
Punto Faldas,Cl 49 #53 37 Local 105,6,Sí,4.0,0.6666666666666666,0.0,0.0,1.0,0.25,"Madres cabeza de familia, Migrantes",No,Venta al detalle,Confección y moda,moda y textiles,"Externo, alquilado",1.0,3.0,3.0,2.0,yes,Medellín,Almacenamiento de inventarios,Viernes,1 vez por semana,17:00 a 18:00,En motocicleta,4,3,no posee,"Caminata, Motocicleta",2,Motocicleta,1,1,Venta al detalle,,
Calzado El Tigrillo,Cl 49 #53 51,4,Sí,2.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Venta de calzado,calzado,Interno,1.0,1.0,1.0,2.0,yes,Medellín,Almacenamiento de inventarios,Sábado,La periodicidad es quincenal,17:00 a 18:00,"En carreta ""zorrilla""",5,5,Rampa fija,Motocicleta,4,Motocicleta,2,2,Venta al detalle,,
Anthony Almacén,"Cl 49 # 53 63 Local 146, 144 y 140",9,Sí,5.0,0.5555555555555556,0.0,0.0,1.0,0.2,Ninguna de las anteriores,Sí,Venta al detalle Textiles Venta de calzado,Confección y moda Textiles Venta de calzado,moda y textiles,Interno,1.0,2.0,4.0,2.0,yes,Medellín,Almacenamiento de inventarios,Viernes,La periodicidad es quincenal,17:00 a 18:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,5,Rampa fija,Motocicleta,5,Motocicleta,2,2,Venta al detalle,Textiles,Venta de calzado
El Kompradero,Kr 53 #48 59,4,Sí,2.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle Textiles,Confección y moda Textiles,moda y textiles,Interno,1.0,1.0,2.0,2.0,yes,Medellín,Almacenamiento de inventarios,Miércoles,La periodicidad es quincenal,17:00 a 18:00,En motocicleta,3,3,Rampa fija,Motocicleta,3,Motocicleta,1,2,Venta al detalle,Textiles,
Princesa,Cl 49 # 53 63 Local 182,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle,Confección y moda,moda y textiles,Interno,1.0,1.0,1.0,1.0,yes,Medellín,Almacenamiento de inventarios,"Martes, Viernes",La periodicidad es mensual,17:00 a 18:00,En motocicleta,4,4,Rampa fija,Motocicleta,2,Motocicleta,2,1,Venta al detalle,,
Estampaciones edicar,Kr 53 # 48 47 local 258,4,Sí,2.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Martes, Jueves, Viernes",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00",En vehículo particular,5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,,Venta al detalle,,
Lenceria la 54,Kr 54 #48 52 Local 1 y 2,2,Sí,2.0,1.0,1.0,0.5,1.0,0.5,Madres cabeza de familia,Sí,ProveedorRopa de cama,Confección y modaRopa de cama,moda y textiles,Interno,1.0,1.0,3.0,3.0,yes,Medellín,Almacenamiento de inventarios,Miércoles,La periodicidad es quincenal,09:00 a 10:00,"En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,3,"Carretilla, Rampa fija",Motocicleta,2,Motocicleta,3,2,Proveedor,Ropa de cama,
Bebes y Niños,Kr 54 #48 62,5,Sí,3.0,0.6,0.0,0.0,0.0,0.0,Madres cabeza de familia,Sí,Proveedor,Confección y moda,moda y textiles,Interno,1.0,1.0,2.0,2.0,yes,Medellín,Recepción de mercancías,Miércoles,2,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,4,Carretilla,Motocicleta,3,Motocicleta,2,2,Proveedor,,
Mundo Materno,Kr 54 #48 56 Local 38,5,Sí,3.0,0.6,0.0,0.0,1.0,0.3333333333333333,Madres cabeza de familia,Sí,Proveedor,Confección y moda,moda y textiles,Interno,1.0,1.0,2.0,3.0,yes,Medellín,Recepción de mercancías,Miércoles,La periodicidad es quincenal,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,4,Carretilla,Motocicleta,2,Motocicleta,3,2,Proveedor,,
Almacen Arapos.,Kr 53 # 48 14,6,Sí,3.0,0.5,0.0,0.0,0.0,0.0,Ninguna de las anteriores,Sí,Proveedor,Confección y moda,moda y textiles,"Externo, alquilado",1.0,2.0,4.0,3.0,yes,Medellín,Recepción de mercancías,"Miércoles, Sábado",La periodicidad es quincenal,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,4,Carretilla,Motocicleta,3,Motocicleta,3,2,Proveedor,,
Yoyo Outlet,Kr 54 # 48 22,2,Sí,2.0,1.0,0.0,0.0,1.0,0.5,Madres cabeza de familia,Sí,Proveedor Textiles,Confección y moda Textiles,moda y textiles,No,0.0,,,,,,,Miércoles,La periodicidad es mensual,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa",5,3,Carretilla,Motocicleta,3,Motocicleta,3,1,Proveedor,Textiles,
Distribuidora del hueco,Carrera 53 # 48 44,11,Sí,7.0,0.6363636363636364,0.0,0.0,7.0,1.0,Víctimas del conflicto armado,No,Venta al detalle,Textiles,moda y textiles,"Externo, alquilado",2.0,4.0,100.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",1,1,Carretilla,"Carreta ""zorrilla""",2,Transportadoras,1,6,Venta al detalle,,
Anthobeta,Kr 53 # 48 47 local 269,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle Bisutería,Textiles Bisutería,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00","En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,Bisutería,
Distrimonitos,Carrera 53 # 48 34,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,65.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, sobre la vía",5,1,Carretilla,"Motocicleta, Carreta ""zorrilla""",5,"Motocicleta, Carreta ""zorrilla""",3,6,Venta al detalle,,
Calzado Verones,Carrera 53 # 48 32,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Venta de calzado,calzado,Interno,1.0,1.0,30.0,5.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En motocicleta, En carreta ""zorrilla""",5,5,Carretilla,Motocicleta,2,Motocicleta,1,,Venta al detalle,,
Xumo,Kr 53 # 48 47 local 154,2,Sí,2.0,1.0,0.0,0.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",4,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Sofi Hogar,Carrera 53 # 48 20,4,Sí,1.0,0.25,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,16.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En carreta ""zorrilla""",4,1,Carretilla,"Motocicleta, Carreta ""zorrilla""",2,"Motocicleta, Carreta ""zorrilla""",2,,Venta al detalle,,
Surtimedias,Carrera 53 # 48 56,2,Sí,1.0,0.5,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,"Externo, alquilado",1.0,3.0,50.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",3,3,Carretilla,"Motocicleta, Carreta ""zorrilla""",1,Motocicleta,2,,Venta al detalle,,
Rattan,Carrera 53 # 48 56 Local 101,6,Sí,3.0,0.5,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle,Textiles,moda y textiles,"Externo, alquilado",1.0,5.0,80.0,2.0,yes,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,1,Elevador,Motocicleta,1,Motocicleta,1,6,Venta al detalle,,
Almacén anthony,Kr 53 # 48 47 local 140,8,Sí,5.0,0.625,0.0,0.0,5.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,moda y textiles,Interno,1.0,1.0,32.0,2.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",5,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,6,Venta al detalle,,
Angel's moda,Kr 53 # 48 47 local 236,1,Sí,1.0,1.0,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,No,0.0,,,,,,,"Lunes, Miércoles",2,"08:00 a 09:00, 09:00 a 10:00","En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,2,Venta al detalle,,
Marcas y Marcas,Carrera 53 # 48 80,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Textiles,moda y textiles,Interno,1.0,2.0,8.0,2.0,yes,Medellín,Almacenamiento de inventarios,Martes,La periodicidad es quincenal,10:00 a 11:00,"En carreta ""zorrilla""",5,1,Carretilla,Motocicleta,1,Motocicleta,1,2,Venta al detalle,,
Gigabas bolsos,Carrera 53 # 48 42,5,Sí,1.0,0.2,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de bolsos,moda y textiles,Interno,1.0,1.0,21.0,3.0,yes,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",3,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",3,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,,Venta al detalle,,
