id,db,Marca temporal,Nombre de la empresa,Dirección de la empresa,Teléfono de contacto,Por favor indique el número de colaboradores que tiene su empresa o comercio,¿En su empresa o comercio cuentan con colaboradoras mujeres?,Por favor indique el número de mujeres que trabajan en su empresa o comercio,Porcentaje mujeres,"De sus empleadas mujeres, ¿Cuántas hacen parte de la cadena de distribución del negocio (conducen, reparten domicilios, acompañan las entregas, etc.)?",% mujeres en la distribución,De las mujeres vinculadas a la cadena logística de su empresa o comercio ¿Cuántas están vinculadas por contrato laboral?,% mujeres vinculadas,"Entre sus colaboradoras mujeres, alguna(s) se identifica(n) con los siguientes grupos poblacionales:",¿Acompañan y/o apoyan el proceso formativo de las mujeres que hacen parte de la cadena logística?,"Por favor, indique dentro de la siguientes categorías, cuál se relaciona con la actividad realizada en su comercio:",De acuerdo al listado señale en orden de importancia las 3 principales actividades comerciales que se desarrollan en su establecimiento:,Productos principales,¿Su establecimiento cuenta con espacio de bodega o almacenamiento de mercancías o productos?,¿Con cuántos espacios de bodega cuenta?,¿En qué piso se ubica(n) la(s) bodegas que sirven a su empresa o comercio?,"Por favor, indique el área de la bodega que sirve a su comercio en metros cuadrados:","Por favor, indique la altura en metros de la bodega que sirve a su comercio:",¿El(los) espacio(s) de bodega están ubicados al interior de la ZUAP?,¿En qué municipio se encuentra ubicada la bodega que sirve a su comercio?,"Por favor, indique el tipo de bodega con la que cuenta:","Por favor, seleccione los días en los cuales recibe materiales, materias primas o productos:",¿Cuántas veces por semana abastece su establecimiento?,"Por favor, indique los horarios durante los cuales realiza las actividades de cargue y descargue de las mercancías:","Por favor, indique la forma en la que ingresa la mercancía a su comercio o área de bodega:","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en camión, carro o motocicleta es?","En una escala de 1 a 5, donde 1 es ""Muy inseguro"" y 5 ""Muy seguro"", ¿considera usted que el proceso de cargue y descargue de mercancías en bicicleta es?",¿El establecimiento o bodega posee alguno de los siguientes elementos para el cargue y descargue de mercancías?,¿Qué medio realiza para el envío de sus artículos a domicilio?,¿Cuántos domicilios realiza a diario su establecimiento?,¿Qué medio realiza para el envío de sus ventas por internet?,¿Cuántos envíos de artículos vendidos por internet realiza a diario su establecimiento?,Ir al fin de la encuesta.,"De acuerdo con el tipo de carga que distribuye su empresa, indique máximo 3 tipos en el siguiente listado:",¿El origen de la mercancía que transporta es el Valle de Aburrá?,"Por favor, indique el municipio:","Por favor, indique cuántas entregas hace en el centro de Medellín al día:","Por favor, indique el número de establecimientos que surte en el centro de Medellín a diario:",¿Cuántos pedidos recibe su empresa diariamente que tienen como destino el centro de Medellín?,Por favor indique la cantidad de vehículos con combustión a diésel (ACPM) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gasolina con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con combustión a gas natural vehicular (GNV) con los que cuenta su empresa:,Por favor indique la cantidad de vehículos con motor eléctrico con los que cuenta su empresa:,"Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos anteriores a 1990]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 1991 y 2000]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2001 y 2010]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos entre 2011 y 2015]","Por favor, indique el rango de edad promedio del parque vehicular de su empresa [Modelos del 2016 en adelante]","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a ACPM?","¿Cuánto es el rendimiento en galones/kilómetro, de sus vehículos a gasolina?","¿Cuánto es el rendimiento en metros cúbicos/kilómetro, de sus vehículos a GNV?","¿Cuánto es el rendimiento kilowatt-hora, de sus vehículos eléctricos?",¿Cuánto es el costo total por movilizar un camión cargado hacia el centro de Medellín?,¿Cuántas horas al volante permanece durante un turno de reparto una/un conductora/or en su empresa?,"De acuerdo con la siguiente escala, donde 1 es ""Muy compleja"" y 5 es ""Muy adecuada"" ¿Cómo considera la relación de sus conductores con los demás actores viales (peatones, ciclistas, conductores, transporte público) en el espacio público de la ZUAP?",¿Al interior de su empresa se realizan actividades que promuevan la actividad física entre sus calaboradoras/es?,¿Qué actividades se realizan?,¿Cuántas veces por semana se realizan actividades para promover la actividad física?,¿Conoce usted el Decreto No 1790 de noviembre 20 de 2012 (Decreto de Zona Amarilla o de cargue y descargue en el centro de la ciudad)?,establishment_type_clean
146,dt,2022-05-16 12:17:01.243,Mundo reloj y gafas,Carre 52#46-02,3166703342,2,Sí,1.0,0.5,0.0,0.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Confección y moda Venta de productos de belleza,Elementos misceláneos Confección y moda Venta de productos de belleza,Artículos para el hogar,Interno,1.0,1.0,6.0,2.0,Sí,Medellín,Recepción de mercancías,Martes,1 vez por semana,14:00 a 15:00,"En carreta ""zorrilla""",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,dt,2022-05-18 17:12:36.843,Viva hogar,Carrera 52 46 54,3148215102,12,Sí,4.0,0.3333333333333333,0.0,0.0,4.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Elementos misceláneos,Artículos para el hogar,Interno,1.0,4.0,60.0,5.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",3,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, sobre la vía",5,1,"Carretilla, Elevador",No se realizan domicilios,0,"Motocicleta, Van, Furgón",5,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,dt,2022-05-16 12:31:40.614,Super caps,Cr 51a #46-30,3205302644,3,Sí,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,Ninguna de las anteriores,Sí,Venta al detalle,Venta de gorras,Moda y textiles,Interno,1.0,1.0,3.0,1.0,Sí,Medellín,Almacenamiento de inventarios,Martes,1 vez por semana,11:00 a 12:00,"En carreta ""zorrilla""",3,2,No,Motocicleta,1,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,dt,2022-05-18 12:47:20.149,La romana,Calle 46 #51a 26 118,3225398465,3,Sí,2.0,0.6666666666666666,0.0,0.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Joyeria,Joyas,No,0.0,,,,,,,Martes,La periodicidad es quincenal,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00","En carreta ""zorrilla""",4,3,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,dt,2022-05-18 13:07:00.163,Gomelitos,Calle 46 #51a 16,3007386539,2,Sí,2.0,1.0,0.0,0.0,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Ropa de bebe,Moda y textiles,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes",5,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En carreta ""zorrilla"", En vehículo particular",5,5,Carretilla,"Motocicleta, Van",1,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,dt,2022-05-18 13:20:03.390,Óptica real,Calle 46 51a 32,3044000170,3,No,,0.0,,,,,,,Venta al detalle,Gafas,Productos médicos y de salud,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",La periodicidad es quincenal,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",1,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,dt,2022-05-18 16:55:16.431,Surtivariedades,Carrera 52 #46-10,3222128371,3,Sí,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Electrodomésticos y hogar,Electrodomésticos,Interno,2.0,4.0,10.0,3.0,Sí,Medellín,Recepción de mercancías,"Lunes, Martes, Miércoles, Jueves, Viernes",La periodicidad es quincenal,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",3,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,dt,2022-05-18 17:02:45.665,Maxi tenis,Carrera 52 #46 14,635142094,5,Sí,3.0,0.6,0.0,0.0,3.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de calzado,Calzado,"Externo, alquilado",1.0,2.0,7.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",La periodicidad es mensual,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora",3,1,Ninguno,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,dt,2022-05-16 12:43:18.520,Modas dalia,Carrera 51a # 46 66,3206081383,8,Sí,8.0,1.0,8.0,1.0,8.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Textiles,Moda y textiles,Interno,1.0,2.0,40.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Jueves,3,10:00 a 11:00,"En carreta ""zorrilla"", En vehículo particular",5,5,Carretilla,"No se realizan domicilios, Motocicleta",5,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,dt,2022-05-16 12:52:14.722,Almacén el rey,Carrera 51 # 46 77,3128661890,2,No,,0.0,,,,,,,Venta al detalle joyería,Electrodomésticos y hogar joyería,Electrodomésticos,No,0.0,,,,,,,Miércoles,La periodicidad es mensual,16:00 a 17:00,"En carreta ""zorrilla""",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,dt,2022-05-16 13:04:21.137,Casa comercial la manuela,Carrera 51 # 46 69,3145287436,2,Sí,1.0,0.5,1.0,1.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle Joyería,Electrodomésticos y hogar Joyería,Electrodomésticos,Interno,1.0,2.0,24.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,11:00 a 12:00,En vehículo particular,2,4,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,dt,2022-05-16 13:53:33.487,Ciudadhuellitas,Calle 48 #  50 a 13,3187557369,3,Sí,2.0,0.6666666666666666,2.0,1.0,2.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Tienda de mascotas,Productos veterinarios y mascotas,Interno,1.0,1.0,8.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,11:00 a 12:00,"En carreta ""zorrilla""",5,1,Carretilla,"Motocicleta, Van",1,"Motocicleta, Van",3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,dt,2022-05-16 13:09:49.867,Compraventa la fe,Carrera 51 46 53,3044936871,2,No,,0.0,,,,,,,Venta al detalle,Electrodomésticos y hogar,Electrodomésticos,Interno,2.0,2.0,30.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,08:00 a 09:00,"En camión, sobre la vía, En vehículo particular",4,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,dt,2022-05-17 12:19:18.165,Compraventa el rey,Kr 51 # 46 57,2311298,2,No,,0.0,,,,,,,Venta al detalle Joyas y compraventa,Electrodomésticos y hogar Joyas y compraventa,Electrodomésticos,Interno,1.0,2.0,12.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00","En camión, en vías aledañas, En carreta ""zorrilla"", En vehículo particular",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,dt,2022-05-16 13:20:12.020,Óptica tranvía,Carrera 51 # 46 18,3146558944,1,No,,0.0,,,,,,,Venta al detalle,Accesorios celulares,Electrónica,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,10:00 a 11:00,"En motocicleta, En vehículo particular",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,dt,2022-05-16 13:26:42.912,la estación: asados y hamburguesas,Calle 46 51 18,3196919000,10,Sí,7.0,0.7,7.0,1.0,7.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Producción de alimentos,Restaurante Producción de alimentos,Restauración,Interno,1.0,2.0,48.0,3.0,Sí,Medellín,Cuartos fríos,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,17:00 a 18:00,En vehículo particular,5,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,dt,2022-05-16 13:41:57.747,Fríos y calienticos,Carrera 51 # 46 00 módulo 116,No aplica,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Madres cabeza de familia,Sí,Venta al detalle Producción de alimentos,Restaurante Producción de alimentos,Restauración,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo",6 o más,10:00 a 11:00,"En carreta ""zorrilla""",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,dt,2022-05-16 14:00:41.405,Tienda pros,Calle 48 # 50a 25,3122680166,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Madres cabeza de familia,No,Venta al detalle,Venta de calzado,Calzado,No,0.0,,,,,,,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",2,12:00 a 13:00,"En carreta ""zorrilla""",5,5,Carretilla,"No se realizan domicilios, Caminata",0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,dt,2022-05-17 10:05:02.774,La media naranja Ayacucho,CL 49 # 49 29,3117039356,15,Sí,9.0,0.6,4.0,0.4444444444444444,9.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Textiles,Moda y textiles,Interno,1.0,4.0,320.0,6.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, estacionado en parqueadero propiedad de un tercero, En vehículo particular",5,1,"Rampa fija, Parqueadero de uso interno",No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,dt,2022-05-17 10:17:00.848,Imperio del peluquero,Kr 49 # 49 13,3023355929,6,Sí,6.0,1.0,6.0,1.0,6.0,1.0,Ninguna de las anteriores,No,Venta al detalle,Venta de productos de belleza,Cosméticos y productos de belleza,Interno,1.0,1.0,60.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",3,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,dt,2022-05-17 10:40:10.551,Pet stores 46,CL 46 # 49 15,3112188093,2,Sí,2.0,1.0,2.0,1.0,2.0,1.0,Migrantes,Sí,Venta al detalle,Tienda de mascotas,Productos veterinarios y mascotas,Interno,1.0,2.0,48.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En camión, estacionado en parqueadero propiedad de un tercero, En carreta ""zorrilla""",5,1,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,dt,2022-05-18 11:04:13.453,Menuda a domicilio,Cll 48 # 54 10,3004365344,10,Sí,5.0,0.5,5.0,1.0,5.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Distribución de valores,Servicios financieros,Interno,1.0,2.0,10.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00",En motocicleta,5,1,Parqueadero de uso interno,Motocicleta,100,Motocicleta,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,dt,2022-05-17 11:29:56.739,Almacén cassany,Kr 49 # 50 72,5117021,5,Sí,1.0,0.2,1.0,1.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,Moda y textiles,Interno,1.0,2.0,48.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00","En carreta ""zorrilla""",5,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,dt,2022-05-16 15:23:55.192,Sweet Jeans,Cl 49 # 53 63,3218507492,7,Sí,3.0,0.42857142857142855,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Ropa para todo tipo de mujer.,Moda y textiles,"Externo, compartido con otros comercios",1.0,2.0,6.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Miércoles, Sábado",2,09:00 a 10:00,"En carreta ""zorrilla""",4,3,Carretilla,"Caminata, Motocicleta, Vehículo particular",2,"Motocicleta, Vehículo particular",1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,dt,2022-05-16 15:38:11.557,Bettwen ventas,Cl 49 # 53 63 Local 132,3113393324,9,Sí,4.0,0.4444444444444444,0.0,0.0,0.0,0.0,Madres cabeza de familia,No,Venta al detalle,Ropa de hombre y mujer,Moda y textiles,Interno,1.0,1.0,3.0,2.0,Sí,Medellín,Recepción de mercancías,"Martes, Jueves",1 vez por semana,09:00 a 10:00,En vehículo particular,4,2,"Carretilla, Elevador",Vehículo particular,2,Vehículo particular,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,dt,2022-05-17 11:01:19.840,Calzado modas de hoy,CL 48 # 50a 14,5116443,3,Sí,3.0,1.0,2.0,0.6666666666666666,3.0,1.0,Víctimas del conflicto armado,Sí,Venta al detalle Venta de calzado,Textiles Venta de calzado,Moda y textiles,Interno,1.0,2.0,50.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Jueves",2,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00","En carreta ""zorrilla""",5,5,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,dt,2022-05-17 12:40:38.828,Portofino textil,CL 49 # 56 17,3209849572,5,Sí,3.0,0.6,2.0,0.6666666666666666,3.0,1.0,Madres cabeza de familia,Sí,Venta al detalle,Textiles,Moda y textiles,Interno,1.0,1.0,320.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes",6 o más,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00, 13:00 a 14:00, 14:00 a 15:00, 15:00 a 16:00, 16:00 a 17:00, 17:00 a 18:00, 18:00 a 19:00, 19:00 a 20:00","En camión, se descarga internamente, En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En camión, en vías aledañas, En carreta ""zorrilla"", En vehículo particular",5,1,"Carretilla, Parqueadero de uso interno",No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,dt,2022-05-16 16:42:50.965,Ditigre,Cl 48 53 46,3504114428,3,Sí,2.0,0.6666666666666666,1.0,0.5,2.0,1.0,Madres cabeza de familia,No,Venta al detalle,Venta de calzado,Calzado,Interno,1.0,2.0,4.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Miércoles, Viernes",1 vez por semana,"09:00 a 10:00, 17:00 a 18:00","En camión, estacionado en bahía y la ingresa el personal de mi empresa, En carreta ""zorrilla""",4,3,Carretilla,Motocicleta,2,Motocicleta,1,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,dt,2022-05-17 12:52:19.496,Elasticos sms,Kr 55 # 48 08,3024369854,1,Sí,1.0,1.0,1.0,1.0,1.0,1.0,Ninguna de las anteriores,Sí,Venta al detalle,Textiles,Moda y textiles,No,0.0,,,,,,,"Miércoles, Viernes",2,"08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00","En carreta ""zorrilla""",5,2,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,dt,2022-05-16 17:32:05.951,TRAZA2DISEÑOS,Cl 48 53 44 LOCAL 214 CC 3 VIAS,3046445561,5,Sí,1.0,0.2,1.0,1.0,0.0,0.0,Migrantes,No,Venta al detalle,Venta de calzado,Calzado,Interno,1.0,1.0,2.0,3.0,Sí,Medellín,Recepción de mercancías,Miércoles,1 vez por semana,09:00 a 10:00,"En carreta ""zorrilla""",3,3,Rampa fija,No se realizan domicilios,0,"Caminata, Motocicleta",3,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,dt,2022-05-16 17:40:08.600,Brandero,CL 48 53 44 LOCAL 184 CC 3 VIAS,3104055904,4,Sí,1.0,0.25,1.0,1.0,0.0,0.0,Ninguna de las anteriores,No,Venta al detalle,Venta de calzado,Calzado,"Externo, compartido con otros comercios",1.0,2.0,6.0,3.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Sábado",2,09:00 a 10:00,"En camión, estacionado en parqueadero propiedad de un tercero",4,4,Rampa fija,Motocicleta,2,"Motocicleta, Vehículo particular",2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,dt,2022-05-16 17:55:01.429,Estermani,CLL 48 53 44 LOCAL 123 CC 3 VIAS,3103910083,3,Sí,3.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,Madres cabeza de familia,No,Venta al detalle,Confección y moda,Moda y textiles,"Externo, alquilado",1.0,1.0,2.0,2.0,Sí,Medellín,Almacenamiento de inventarios,Miércoles,1 vez por semana,09:00 a 10:00,"En carreta ""zorrilla""",3,3,ninguno,"Caminata, Motocicleta",1,Motocicleta,2,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,dt,2022-05-18 12:35:50.959,La tienda del Triplex,Calle 46 # 56 42,4481844 ext 800,17,Sí,6.0,0.35294117647058826,0.0,0.0,6.0,1.0,Ninguna de las anteriores,Sí,Proveedor Carpintería Marquetería,Ferretería Carpintería Marquetería,Ferretería,"Externo, propio",3.0,1.0,1200.0,4.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, sobre la vía",1,1,"Carretilla, Descargue a mano",No se realizan domicilios,0,Furgón,10,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,dt,2022-05-17 12:59:50.196,Panadería la Candelaria # 1,Kr 55 # 48 02,5792749,5,Sí,3.0,0.6,0.0,0.0,3.0,1.0,Madres cabeza de familia,No,Venta al detalle Bares ocio,Producción de alimentos Bares ocio,Productos alimenticios,Interno,1.0,1.0,6.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Lunes, Martes, Miércoles, Jueves, Viernes, Sábado",6 o más,"07:00 a 08:00, 08:00 a 09:00, 09:00 a 10:00, 10:00 a 11:00, 11:00 a 12:00, 12:00 a 13:00","En camión, estacionado en zona bahía y la ingresa la empresa transportadora, En carreta ""zorrilla""",5,3,Carretilla,No se realizan domicilios,0,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,dt,2022-05-16 15:55:27.632,Magno,Cl 49 # 53 63 Local 112,310 599 22 00,11,Sí,6.0,0.5454545454545454,2.0,0.3333333333333333,0.0,0.0,Madres cabeza de familia,No,Proveedor Ropa para Hombre y Mujer.,Venta de calzado Ropa para Hombre y Mujer.,Calzado,"Externo, alquilado",1.0,2.0,4.0,2.0,Sí,Medellín,Almacenamiento de inventarios,"Martes, Viernes",1 vez por semana,08:00 a 09:00,"En camión, sobre la vía, En motocicleta",4,3,Carretilla,"Caminata, Motocicleta, Vehículo particular",2,No se realizan ventas por internet,0,Finalizar encuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,
